id,userid,score
1200,22311A04BQ,0000
1201,22311A04BP,0000
1202,22311A04BN,0000
1203,22311A04BM,0000
1204,22311A04BL,0000
1205,22311A04BK,0000
1206,22311A04BJ,0000
1207,22311A04BH,0000
1208,22311A04BG,0000
1209,22311A04BF,0000
1210,22311A04BE,0000
1211,22311A04BD,0000
1212,22311A04BC,0000
1213,22311A04BB,0000
1214,22311A04BA,0000
1215,22311A04B8,0000
1216,22311A04B7,0000
1217,22311A04B5,0000
1218,22311A04B1,0000
1219,22311A04AZ,0000
1220,22311A04AY,0000
1221,22311A04AX,0000
1222,22311A04AW,0000
1223,22311A04AV,0000
1224,22311A04AU,0000
1225,22311A04AT,0000
1226,22311A04AR,0000
1227,22311A04AP,0000
1228,22311A04AN,0000
1229,22311A04AM,0000
1230,22311A04AK,0000
1231,22311A04AJ,0000
1232,22311A04AG,0000
1233,22311A04AF,0000
1234,22311A04AD,0000
1235,22311A04AC,0000
1236,22311A04AA,0000
1237,22311A04A9,0000
1238,22311A04A8,0000
1239,22311A04A7,0000
1240,22311A04A6,0000
1241,22311A04A3,0000
1242,22311A04A2,0000
1243,22311A0499,0000
1244,22311A0497,0000
1245,22311A0496,0000
1246,22311A0494,0000
1247,22311A0493,0000
1248,22311A0492,0000
1249,22311A0491,0000
1250,22311A0490,0000
1251,22311A0489,0000
1252,22311A0488,0000
1253,22311A0487,0000
1254,22311A0486,0000
1255,22311A0485,0000
1256,22311A0484,0000
1257,22311A0483,0000
1258,22311A0482,0000
1259,22311A0481,0000
1260,22311A0479,0000
1261,22311A0478,0000
1262,22311A0477,0000
1263,22311A0476,0000
1264,22311A0475,0000
1265,22311A0474,0000
1266,23315A0473,0000
1267,22311A0473,0000
1268,23315A0472,0000
1269,22311A0472,0000
1270,22311A0471,0000
1271,23315A0470,0000
1272,22311A0470,0000
1273,22311A0469,0000
1274,22311A0468,0000
1275,23315A0466,0000
1276,22311A0466,0000
1277,23315A0465,0000
1278,22311A0465,0000
1279,23315A0464,0000
1280,22311A0464,0000
1281,23315A0463,0000
1282,22311A0463,0000
1283,23315A0462,0000
1284,22311A0462,0000
1285,23315A0461,0000
1286,22311A0461,0000
1287,23315A0460,0000
1288,23315A0459,0000
1289,23315A0458,0000
1290,23315A0457,0000
1291,22311A0457,0000
1292,23315A0456,0000
1293,22311A0455,0000
1294,22311A0454,0000
1295,22311A0453,0000
1296,22311A0452,0000
1297,23315A0451,0000
1298,22311A0451,0000
1299,23315A0450,0000
1300,22311A0450,0000
1301,23315A0448,0000
1302,22311A0448,0000
1303,23315A0447,0000
1304,23315A0446,0000
1305,22311A0446,0000
1306,23315A0445,0000
1307,23315A0444,0000
1308,22311A0444,0000
1309,23315A0443,0000
1310,22311A0443,0000
1311,23315A0442,0000
1312,23315A0441,0000
1313,22311A0441,0000
1314,22311A0440,0000
1315,23315A0438,0000
1316,22311A0437,0000
1317,23315A0436,0000
1318,23315A0435,0000
1319,22311A0435,0000
1320,23315A0434,0000
1321,22311A0434,0000
1322,23315A0433,0000
1323,22311A0433,0000
1324,23315A0432,0000
1325,22311A0432,0000
1326,23315A0431,0000
1327,22311A0431,0000
1328,23315A0430,0000
1329,23315A0429,0000
1330,22311A0429,0000
1331,23315A0428,0000
1332,22311A0428,0000
1333,23315A0427,0000
1334,22311A0427,0000
1335,23315A0426,0000
1336,22311A0426,0000
1337,23315A0425,0000
1338,22311A0425,0000
1339,23315A0424,0000
1340,23315A0423,0000
1341,22311A0423,0000
1342,23315A0422,0000
1343,22311A0422,0000
1344,23315A0421,0000
1345,22311A0421,0000
1346,23315A0420,0000
1347,22311A0420,0000
1348,22311A0419,0000
1349,23315A0418,0000
1350,22311A0418,0000
1351,23315A0417,0000
1352,22311A0417,0000
1353,23315A0416,0000
1354,22311A0416,0000
1355,23315A0415,0000
1356,22311A0415,0000
1357,23315A0414,0000
1358,22311A0414,0000
1359,23315A0413,0000
1360,22311A0413,0000
1361,23315A0412,0000
1362,23315A0411,0000
1363,22311A0411,0000
1364,23315A0410,0000
1365,22311A0410,0000
1366,23315A0409,0000
1367,22311A0409,0000
1368,23315A0408,0000
1369,22311A0408,0000
1370,23315A0407,0000
1371,23315A0406,0000
1372,22311A0406,0000
1373,23315A0405,0000
1374,22311A0405,0000
1375,23315A0404,0000
1376,22311A0404,0000
1377,23315A0403,0000
1378,23315A0402,0000
1379,23315A0401,0000
1380,22311A0401,0000
1381,22311A0356,0000
1382,22311A0354,0000
1383,22311A0351,0000
1384,22311A0350,0000
1385,22311A0346,0000
1386,22311A0342,0000
1387,22311A0341,0000
1388,22311A0339,0000
1389,22311A0334,0000
1390,22311A0333,0000
1391,22311A0331,0000
1392,22311A0330,0000
1393,22311A0328,0000
1394,22311A0327,0000
1395,22311A0325,0000
1396,22311A0324,0000
1397,22311A0322,0000
1398,22311A0321,0000
1399,22311A0320,0000
1400,22311A0319,0000
1401,22311A0317,0000
1402,22311A0316,0000
1403,22311A0315,0000
1404,22311A0311,0000
1405,23315A0310,0000
1406,22311A0310,0000
1407,23315A0309,0000
1408,22311A0309,0000
1409,23315A0308,0000
1410,22311A0308,0000
1411,23315A0307,0000
1412,22311A0307,0000
1413,23315A0306,0000
1414,22311A0306,0000
1415,23315A0305,0000
1416,22311A0305,0000
1417,23315A0304,0000
1418,22311A0304,0000
1419,23315A0303,0000
1420,23315A0302,0000
1421,23315A0301,0000
1422,22311A0301,0000
1423,22311A1298,0000
1424,22311A05GC,0000
1425,22311A05EB,0000
1426,22311A66E6,0000
1427,22311A05FT,0000
1428,22311A05FX,0000
1429,22311A05BY,0000
1430,22311A05DV,0000
1431,22311A66D6,0000
1432,22311A6766,0000
1433,22311A05GX,0000
1434,22311A05FC,0000
1435,22311A05FE,0000
1436,22311A05CH,0000
1437,22311A05CM,0000
1438,22311A05DP,0000
1439,22311A05FY,0000
1440,22311A05BN,0000
1441,22311A66D9,0000
1442,22311A66D7,0000
1443,22311A05EW,0000
1444,22311A05EA,0000
1445,22311A05BC,0000
1446,22311A05EF,0000
1447,22311A05HK,0000
1448,22311A05FL,0000
1449,22311A05BM,0000
1450,22311A05FH,0000
1451,22311A05GM,0000
1452,22311A05EX,0000
1453,22311A05CA,0000
1454,22311A05HG,0000
1455,22311A05BP,0000
1456,22311A05AZ,0000
1457,22311A05DH,0000
1458,22311A05DN,0000
1459,22311A05GZ,0000
1460,22311A05Z3,0000
1461,22311A05DE,0000
1462,22311A05DA,0000
1463,22311A05DF,0000
1464,22311A05EC,0000
1465,22311A05EL,0000
1466,22311A05BR,0000
1467,22311A66D2,0000
1468,22311A05BV,0000
1469,22311A05AC,0000
1470,22311A05DQ,0000
1471,22311A05Z0,0000
1472,22311A05FA,0000
1473,22311A05CB,0000
1474,22311A05GH,0000
1475,22311A05DX,0000
1476,22311A05BB,0000
1477,22311A05GN,0000
1478,22311A05Z2,0000
1479,22311A05JT,0000
1480,22311A66F3,0000
1481,22311A66F4,0000
1482,22311A05DL,0000
1483,22311A05CD,0000
1484,22311A05AT,0000
1485,22311A05FV,0000
1486,22311A05BT,0000
1487,22311A05FK,0000
1488,22311A66E8,0000
1489,22311A05HL,0000
1490,22311A05DR,0000
1491,22311A05BZ,0000
1492,22311A05EN,0000
1493,22311A05FQ,0000
1494,22311A05BG,0000
1495,22311A05HC,0000
1496,22311A05BL,0000
1497,22311A05EU,0000
1498,22311A66E3,0000
1499,22311A05AW,0000
1500,22311A05Z9,0000
1501,22311A66F6,0000
1502,22311A66D4,0000
1503,22311A66F2,0000
1504,22311A05GW,0000
